event_id,employee_id,platform,event_type,timestamp
EV001535,EMP0068,AWS,TokenUse,2026-01-14T18:11
EV001536,EMP0068,AD,RepoAccess,2025-12-22T19:22
EV001537,EMP0068,Okta,RoleChange,2026-01-14T07:50
EV001538,EMP0068,GitHub,RoleChange,2026-01-11T13:03
EV001539,EMP0069,AWS,Logout,2026-03-11T21:46
EV001540,EMP0069,GitHub,Login,2026-03-24T13:59
EV001541,EMP0069,AD,RepoAccess,2026-02-15T18:07
EV001542,EMP0069,AD,RoleChange,2026-01-19T00:36
EV001543,EMP0069,Okta,TicketUpdate,2026-04-20T13:03
EV001544,EMP0069,AD,RepoAccess,2026-03-15T07:54
EV001545,EMP0069,AWS,RepoAccess,2026-04-08T17:50
EV001546,EMP0069,Salesforce,RoleChange,2026-04-28T16:04
EV001547,EMP0069,AD,Logout,2026-02-11T05:33
EV001548,EMP0069,Salesforce,TicketUpdate,2026-01-12T12:50
EV001549,EMP0069,AD,DataExport,2026-04-24T03:08
EV001550,EMP0069,AD,RoleChange,2026-02-10T03:47
EV001551,EMP0069,GitHub,S3Access,2026-01-04T21:18
EV001552,EMP0069,Salesforce,RoleChange,2026-04-11T10:56
EV001553,EMP0069,GitHub,S3Access,2026-02-19T02:32
EV001554,EMP0069,GitHub,Login,2026-05-10T19:53
EV001555,EMP0069,AD,RepoAccess,2026-03-02T06:35
EV001556,EMP0069,Okta,DataExport,2026-01-24T13:53
EV001557,EMP0069,GitHub,RepoAccess,2026-04-06T11:38
EV001558,EMP0069,AD,Logout,2026-05-21T03:26
EV001559,EMP0069,GitHub,DataExport,2026-04-17T10:38
EV001560,EMP0069,Salesforce,RepoAccess,2026-05-09T04:28
EV001561,EMP0069,GitHub,Login,2026-01-16T06:50
EV001562,EMP0070,AWS,TokenUse,2026-03-10T09:25
EV001563,EMP0070,Okta,Logout,2026-01-27T13:54
EV001564,EMP0070,Salesforce,RoleChange,2026-04-18T06:10
EV001565,EMP0070,AWS,Login,2026-03-15T15:53
EV001566,EMP0070,AWS,DataExport,2026-04-17T06:49
EV001567,EMP0070,Salesforce,TokenUse,2026-01-25T11:28
EV001568,EMP0070,Okta,TicketUpdate,2026-04-23T16:33
EV001569,EMP0070,GitHub,DataExport,2026-03-06T12:43
EV001570,EMP0070,AWS,RepoAccess,2025-12-26T11:17
EV001571,EMP0070,GitHub,RoleChange,2026-02-09T19:45
EV001572,EMP0070,GitHub,S3Access,2026-01-01T12:54
EV001573,EMP0070,Okta,Logout,2025-12-25T04:43
EV001574,EMP0070,Salesforce,S3Access,2026-05-20T20:00
EV001575,EMP0070,Okta,TicketUpdate,2026-04-28T16:23
EV001576,EMP0070,AWS,Login,2026-04-26T03:31
EV001577,EMP0070,AD,RepoAccess,2026-01-10T13:45
EV001578,EMP0070,GitHub,Login,2026-03-30T22:02
EV001579,EMP0070,Okta,RoleChange,2026-01-12T10:53
EV001580,EMP0070,Okta,Login,2026-03-11T18:34
EV001581,EMP0070,GitHub,TokenUse,2026-05-08T09:17
EV001582,EMP0070,AD,S3Access,2026-02-15T21:12
EV001583,EMP0070,AD,Logout,2026-01-31T18:14
EV001584,EMP0070,AD,TicketUpdate,2026-02-17T01:49
EV001585,EMP0070,GitHub,TokenUse,2026-03-06T23:22
EV001586,EMP0070,GitHub,RepoAccess,2026-05-26T08:19
EV001587,EMP0070,AD,RoleChange,2025-12-23T22:07
EV001588,EMP0070,GitHub,RepoAccess,2026-03-24T13:41
EV001589,EMP0071,AD,DataExport,2026-04-11T22:21
EV001590,EMP0071,Okta,RoleChange,2026-04-01T13:45
EV001591,EMP0071,AD,S3Access,2026-05-20T02:08
EV001592,EMP0071,AD,S3Access,2026-01-18T13:58
EV001593,EMP0071,Salesforce,TicketUpdate,2026-04-10T04:45
EV001594,EMP0071,AWS,Logout,2026-05-16T15:05
EV001595,EMP0071,AD,S3Access,2026-05-26T20:44
EV001596,EMP0071,Salesforce,Logout,2026-05-01T12:42
EV001597,EMP0071,AD,Logout,2025-12-25T07:16
EV001598,EMP0071,Okta,Login,2026-04-29T17:53
EV001599,EMP0071,Okta,RepoAccess,2026-01-11T14:31
EV001600,EMP0071,Okta,RoleChange,2026-04-12T01:27
EV001601,EMP0071,Salesforce,Login,2026-04-24T14:12
EV001602,EMP0071,AWS,TokenUse,2026-03-25T06:46
EV001603,EMP0071,AWS,RepoAccess,2026-05-17T03:56
EV001604,EMP0071,GitHub,Login,2025-12-31T06:27
EV001605,EMP0071,Okta,S3Access,2026-01-14T03:34
EV001606,EMP0071,AD,Login,2026-03-12T10:08
EV001607,EMP0072,AWS,RoleChange,2026-03-20T18:49
EV001608,EMP0072,AD,RepoAccess,2026-04-22T08:23
EV001609,EMP0072,GitHub,TicketUpdate,2026-04-30T19:41
EV001610,EMP0072,AD,DataExport,2026-01-26T13:50
EV001611,EMP0072,GitHub,Login,2026-02-13T04:11
EV001612,EMP0072,Salesforce,S3Access,2026-03-07T20:00
EV001613,EMP0072,Salesforce,S3Access,2026-03-18T14:38
EV001614,EMP0072,AWS,Logout,2026-04-17T16:55
EV001615,EMP0072,AWS,Logout,2026-04-25T23:58
EV001616,EMP0072,GitHub,RepoAccess,2026-01-02T17:46
EV001617,EMP0072,AD,Logout,2026-04-19T23:33
EV001618,EMP0072,GitHub,TicketUpdate,2026-05-01T18:26
EV001619,EMP0072,Okta,S3Access,2026-05-08T16:02
EV001620,EMP0072,Okta,RoleChange,2026-04-08T13:31
EV001621,EMP0072,AD,TokenUse,2026-01-09T19:24
EV001622,EMP0072,Salesforce,DataExport,2025-12-29T14:20
EV001623,EMP0072,Okta,Logout,2026-03-17T01:23
EV001624,EMP0072,Okta,DataExport,2026-01-25T07:04
EV001625,EMP0072,AWS,RoleChange,2026-01-14T15:12
EV001626,EMP0073,Salesforce,DataExport,2026-03-28T09:31
EV001627,EMP0073,Okta,S3Access,2026-03-01T11:52
EV001628,EMP0073,Salesforce,DataExport,2026-03-11T22:43
EV001629,EMP0073,GitHub,Logout,2026-01-20T02:37
EV001630,EMP0073,AWS,Login,2026-05-04T06:50
EV001631,EMP0073,AD,TokenUse,2026-01-19T23:56
EV001632,EMP0073,AD,TicketUpdate,2026-03-31T22:22
EV001633,EMP0073,GitHub,DataExport,2026-04-02T22:01
EV001634,EMP0073,AD,TicketUpdate,2026-02-16T14:27
EV001635,EMP0073,GitHub,RoleChange,2026-01-13T14:57
EV001636,EMP0073,GitHub,TokenUse,2026-03-14T23:35
EV001637,EMP0073,Okta,TicketUpdate,2026-01-30T01:19
EV001638,EMP0073,AD,RepoAccess,2026-04-01T10:02
EV001639,EMP0073,Okta,TokenUse,2026-01-04T05:46
EV001640,EMP0073,Okta,S3Access,2026-05-04T16:17
EV001641,EMP0073,Okta,TicketUpdate,2026-02-06T19:35
EV001642,EMP0073,Salesforce,DataExport,2026-01-02T19:36
EV001643,EMP0073,Okta,RepoAccess,2026-05-11T12:13
EV001644,EMP0073,Okta,Logout,2025-12-25T13:00
EV001645,EMP0073,Okta,RepoAccess,2026-05-19T01:44
EV001646,EMP0073,Okta,RoleChange,2026-05-05T11:27
EV001647,EMP0073,Okta,RepoAccess,2026-01-29T04:11
EV001648,EMP0073,AWS,DataExport,2026-05-07T01:48
EV001649,EMP0073,Salesforce,DataExport,2026-05-10T14:39
EV001650,EMP0073,Salesforce,TokenUse,2026-05-18T18:35
EV001651,EMP0073,AD,S3Access,2026-04-23T22:09
EV001652,EMP0073,AD,S3Access,2026-04-09T16:34
EV001653,EMP0074,AD,S3Access,2026-05-19T17:48
EV001654,EMP0074,Okta,S3Access,2026-05-19T04:14
EV001655,EMP0074,AD,Logout,2026-01-01T17:15
EV001656,EMP0074,Salesforce,RoleChange,2026-04-11T07:37
EV001657,EMP0074,GitHub,TicketUpdate,2026-02-14T11:26
EV001658,EMP0074,Salesforce,TicketUpdate,2026-04-18T19:58
EV001659,EMP0074,AWS,RoleChange,2026-01-16T04:03
EV001660,EMP0074,GitHub,TokenUse,2026-03-05T19:24
EV001661,EMP0074,AD,S3Access,2026-03-17T20:31
EV001662,EMP0074,Okta,Logout,2026-01-14T10:34
EV001663,EMP0074,Okta,DataExport,2026-02-06T20:34
EV001664,EMP0074,Okta,Login,2026-03-20T21:40
EV001665,EMP0074,Salesforce,Login,2026-03-06T07:16
EV001666,EMP0074,GitHub,Logout,2026-01-07T09:46
EV001667,EMP0074,Okta,RepoAccess,2026-03-24T18:21
EV001668,EMP0074,Salesforce,RepoAccess,2026-04-30T16:00
EV001669,EMP0074,AD,DataExport,2026-05-08T17:42
EV001670,EMP0074,Salesforce,RepoAccess,2026-05-10T19:30
EV001671,EMP0074,AWS,Login,2026-01-11T20:16
EV001672,EMP0074,AD,Logout,2026-03-13T14:44
EV001673,EMP0074,AWS,S3Access,2026-05-01T01:53
EV001674,EMP0074,AWS,Logout,2025-12-28T16:49
EV001675,EMP0074,GitHub,DataExport,2026-03-30T02:57
EV001676,EMP0074,AWS,TicketUpdate,2026-03-13T23:16
EV001677,EMP0074,GitHub,RoleChange,2026-02-01T09:51
EV001678,EMP0074,Salesforce,TicketUpdate,2026-03-04T23:06
EV001679,EMP0075,AWS,DataExport,2026-01-03T02:36
EV001680,EMP0075,AWS,DataExport,2026-01-27T01:44
EV001681,EMP0075,Okta,S3Access,2026-02-10T00:53
EV001682,EMP0075,Salesforce,RepoAccess,2026-02-16T17:53
EV001683,EMP0075,GitHub,RoleChange,2025-12-22T21:36
EV001684,EMP0075,AD,RoleChange,2026-04-04T13:34
EV001685,EMP0075,AWS,Login,2026-05-26T04:39
EV001686,EMP0075,Salesforce,Logout,2026-03-18T20:19
EV001687,EMP0075,GitHub,RoleChange,2026-05-08T17:37
EV001688,EMP0075,AWS,RepoAccess,2026-05-08T02:31
EV001689,EMP0075,Salesforce,RoleChange,2026-05-07T10:29
EV001690,EMP0075,AD,TokenUse,2026-02-13T18:37
EV001691,EMP0075,GitHub,Logout,2026-03-23T23:41
EV001692,EMP0075,GitHub,S3Access,2026-04-11T14:28
EV001693,EMP0075,Salesforce,TicketUpdate,2026-03-30T03:08
EV001694,EMP0075,AWS,TokenUse,2026-01-03T23:17
EV001695,EMP0075,Salesforce,TicketUpdate,2026-05-24T15:25
EV001696,EMP0075,GitHub,TicketUpdate,2026-02-27T22:12
EV001697,EMP0075,Salesforce,RoleChange,2026-05-15T05:43
EV001698,EMP0076,AWS,RepoAccess,2026-01-20T04:41
EV001699,EMP0076,GitHub,S3Access,2026-04-04T02:18
EV001700,EMP0076,AWS,DataExport,2026-05-09T02:43
EV001701,EMP0076,AWS,S3Access,2026-02-02T07:01
EV001702,EMP0076,Okta,Logout,2026-03-24T04:30
EV001703,EMP0076,AD,TicketUpdate,2026-01-18T23:08
EV001704,EMP0076,AD,RepoAccess,2026-03-20T05:45
EV001705,EMP0076,GitHub,Login,2026-04-20T10:53
EV001706,EMP0076,Salesforce,Logout,2026-04-12T17:17
EV001707,EMP0076,AD,RoleChange,2026-03-12T04:39
EV001708,EMP0076,AWS,RoleChange,2026-03-18T11:11
EV001709,EMP0076,Okta,TokenUse,2026-04-08T22:06
EV001710,EMP0076,AD,DataExport,2026-04-21T20:10
EV001711,EMP0076,GitHub,S3Access,2026-04-30T06:33
EV001712,EMP0076,AWS,Logout,2026-01-13T10:28
EV001713,EMP0076,AD,RepoAccess,2025-12-25T19:13
EV001714,EMP0076,AD,TicketUpdate,2026-05-07T13:11
EV001715,EMP0076,Salesforce,DataExport,2026-02-27T10:35
EV001716,EMP0076,AD,DataExport,2026-05-05T20:35
EV001717,EMP0077,GitHub,S3Access,2026-03-30T09:20
EV001718,EMP0077,GitHub,RepoAccess,2026-02-21T01:38
EV001719,EMP0077,Okta,Logout,2026-03-23T02:10
EV001720,EMP0077,GitHub,RoleChange,2026-01-26T21:19
EV001721,EMP0077,Salesforce,RepoAccess,2026-04-18T00:31
EV001722,EMP0077,Okta,Login,2026-03-17T19:06
EV001723,EMP0077,AWS,Logout,2026-01-26T18:34
EV001724,EMP0077,AWS,DataExport,2026-03-06T23:02
EV001725,EMP0077,Salesforce,S3Access,2026-03-31T09:40
EV001726,EMP0077,GitHub,TicketUpdate,2026-05-02T22:37
EV001727,EMP0077,GitHub,RepoAccess,2026-03-05T08:26
EV001728,EMP0077,GitHub,DataExport,2025-12-31T20:21
EV001729,EMP0077,Okta,TicketUpdate,2026-03-01T21:53
EV001730,EMP0077,AD,RoleChange,2026-03-18T18:07
EV001731,EMP0077,Okta,RepoAccess,2026-05-16T01:18
EV001732,EMP0077,GitHub,TicketUpdate,2026-04-14T10:11
EV001733,EMP0077,AD,DataExport,2026-05-01T12:18
EV001734,EMP0077,AD,DataExport,2026-05-01T21:04
EV001735,EMP0077,AWS,S3Access,2026-02-20T07:38
EV001736,EMP0077,Salesforce,TokenUse,2026-03-22T18:07
EV001737,EMP0077,Salesforce,TokenUse,2025-12-26T00:13
EV001738,EMP0077,GitHub,S3Access,2026-01-18T17:07
EV001739,EMP0077,AWS,Logout,2026-03-12T01:19
EV001740,EMP0077,Salesforce,RoleChange,2026-02-06T07:07
EV001741,EMP0078,Salesforce,TokenUse,2026-05-06T21:14
EV001742,EMP0078,Okta,Logout,2026-02-13T03:59
EV001743,EMP0078,GitHub,Logout,2026-04-03T01:52
EV001744,EMP0078,AWS,RepoAccess,2026-02-06T17:53
EV001745,EMP0078,GitHub,TicketUpdate,2026-03-05T04:00
EV001746,EMP0078,AD,TokenUse,2026-03-27T12:16
EV001747,EMP0078,Okta,RoleChange,2026-04-24T04:50
EV001748,EMP0078,Salesforce,Login,2026-04-29T20:43
EV001749,EMP0078,AD,Login,2026-05-20T14:50
EV001750,EMP0078,AWS,RepoAccess,2026-04-25T11:26
EV001751,EMP0078,Okta,RoleChange,2026-05-17T14:01
EV001752,EMP0078,AD,Logout,2026-05-26T19:27
EV001753,EMP0078,Salesforce,RoleChange,2026-04-29T03:29
EV001754,EMP0078,AD,Login,2025-12-23T05:55
EV001755,EMP0078,AWS,RepoAccess,2026-01-17T06:57
EV001756,EMP0078,AWS,RepoAccess,2026-01-14T03:16
EV001757,EMP0078,Okta,TokenUse,2026-04-06T02:25
EV001758,EMP0078,GitHub,TokenUse,2026-01-10T15:56
EV001759,EMP0078,Salesforce,TicketUpdate,2026-02-27T16:05
EV001760,EMP0078,AD,TicketUpdate,2026-02-15T01:45
EV001761,EMP0078,AWS,S3Access,2026-01-20T07:19
EV001762,EMP0078,GitHub,RepoAccess,2026-04-26T13:05
EV001763,EMP0079,AWS,TokenUse,2026-03-16T18:05
EV001764,EMP0079,Salesforce,TokenUse,2026-04-03T03:16
EV001765,EMP0079,Salesforce,TokenUse,2026-02-14T15:25
EV001766,EMP0079,AWS,Logout,2026-03-17T15:39
EV001767,EMP0079,Salesforce,Login,2026-04-17T16:29
EV001768,EMP0079,Okta,RoleChange,2026-03-17T05:48
EV001769,EMP0079,AD,DataExport,2025-12-30T21:05
EV001770,EMP0079,Salesforce,RepoAccess,2026-02-08T19:10
EV001771,EMP0079,AWS,RepoAccess,2026-03-23T05:44
EV001772,EMP0079,AWS,S3Access,2026-03-02T09:21
EV001773,EMP0079,Salesforce,TicketUpdate,2026-03-25T17:22
EV001774,EMP0079,GitHub,S3Access,2026-03-09T02:32
EV001775,EMP0079,Salesforce,TicketUpdate,2026-03-14T10:04
EV001776,EMP0079,GitHub,TicketUpdate,2026-01-21T20:33
EV001777,EMP0079,Salesforce,DataExport,2026-03-28T02:59
EV001778,EMP0079,AWS,RepoAccess,2026-03-17T17:29
EV001779,EMP0079,Salesforce,S3Access,2026-02-26T02:04
EV001780,EMP0079,AD,Logout,2026-05-05T16:20
EV001781,EMP0079,AWS,RepoAccess,2026-02-03T20:43
EV001782,EMP0079,AWS,TicketUpdate,2026-02-18T13:22
EV001783,EMP0079,AD,RepoAccess,2025-12-29T20:05
EV001784,EMP0079,GitHub,RoleChange,2026-06-01T04:04
EV001785,EMP0079,Salesforce,RepoAccess,2026-03-14T14:04
EV001786,EMP0079,AWS,TicketUpdate,2026-05-28T04:08
EV001787,EMP0079,AD,Logout,2026-03-20T08:09
EV001788,EMP0079,Okta,RoleChange,2026-03-08T06:38
EV001789,EMP0079,Salesforce,RepoAccess,2026-05-06T13:23
EV001790,EMP0079,AD,TokenUse,2026-02-26T15:50
EV001791,EMP0080,Salesforce,TicketUpdate,2026-04-25T20:28
EV001792,EMP0080,Okta,RoleChange,2026-03-06T22:06
EV001793,EMP0080,AD,Login,2026-02-21T11:58
EV001794,EMP0080,AWS,S3Access,2026-04-07T14:02
EV001795,EMP0080,Okta,Login,2026-02-20T20:24
EV001796,EMP0080,Okta,RepoAccess,2026-05-31T09:50
EV001797,EMP0080,GitHub,Login,2026-04-05T00:35
EV001798,EMP0080,AD,TokenUse,2026-05-02T09:36
EV001799,EMP0080,AD,DataExport,2026-03-08T04:00
EV001800,EMP0080,AD,RepoAccess,2026-02-16T18:41
EV001801,EMP0080,Okta,RoleChange,2026-01-21T08:40
EV001802,EMP0080,GitHub,RoleChange,2026-03-14T21:07
EV001803,EMP0080,AWS,Logout,2026-04-02T10:21
EV001804,EMP0080,AWS,TicketUpdate,2026-01-07T03:54
EV001805,EMP0080,Okta,TokenUse,2026-03-07T08:12
EV001806,EMP0080,AWS,S3Access,2026-04-09T09:32
EV001807,EMP0080,Okta,Login,2026-01-19T21:45
EV001808,EMP0080,Okta,RepoAccess,2026-01-14T03:38
EV001809,EMP0080,AD,RepoAccess,2026-05-19T16:51
EV001810,EMP0080,GitHub,S3Access,2026-04-09T22:59
EV001811,EMP0080,GitHub,Logout,2026-04-15T16:24
EV001812,EMP0080,Salesforce,Login,2026-03-09T22:25
EV001813,EMP0080,GitHub,S3Access,2026-01-19T13:26
EV001814,EMP0080,AWS,TokenUse,2026-04-28T04:00
EV001815,EMP0081,Okta,RoleChange,2026-02-18T12:54
EV001816,EMP0081,AD,Logout,2026-03-18T22:51
EV001817,EMP0081,AD,S3Access,2026-03-15T05:52
EV001818,EMP0081,AD,TicketUpdate,2026-01-13T16:42
EV001819,EMP0081,AWS,RoleChange,2026-04-17T17:58
EV001820,EMP0081,GitHub,TicketUpdate,2026-05-30T02:40
EV001821,EMP0081,Salesforce,RepoAccess,2026-02-03T18:53
EV001822,EMP0081,AWS,DataExport,2026-04-27T04:20
EV001823,EMP0081,Okta,TicketUpdate,2026-05-27T12:27
EV001824,EMP0081,Salesforce,RepoAccess,2026-02-17T23:23
EV001825,EMP0081,AD,RepoAccess,2026-02-09T03:50
EV001826,EMP0081,AWS,TokenUse,2026-02-01T15:47
EV001827,EMP0081,Salesforce,Logout,2026-03-16T20:31
EV001828,EMP0081,Salesforce,TokenUse,2026-05-29T08:52
EV001829,EMP0081,Okta,TokenUse,2026-02-23T10:52
EV001830,EMP0081,AD,S3Access,2026-01-13T12:32
EV001831,EMP0081,Salesforce,TokenUse,2026-04-04T20:11
EV001832,EMP0081,Okta,TicketUpdate,2025-12-25T21:13
EV001833,EMP0081,AWS,RepoAccess,2026-04-19T09:58
EV001834,EMP0081,AWS,RoleChange,2026-01-02T23:16
EV001835,EMP0081,Salesforce,Logout,2026-05-28T03:44
EV001836,EMP0081,GitHub,RepoAccess,2026-02-15T16:39
EV001837,EMP0081,Salesforce,S3Access,2026-02-02T04:21
EV001838,EMP0081,Okta,RoleChange,2026-04-12T06:02
EV001839,EMP0081,AD,TokenUse,2026-01-25T04:38
EV001840,EMP0081,Okta,RoleChange,2026-02-22T19:47
EV001841,EMP0081,AD,S3Access,2026-04-14T10:14
EV001842,EMP0081,Okta,Login,2026-04-15T09:48
EV001843,EMP0082,AD,TicketUpdate,2026-04-09T14:37
EV001844,EMP0082,AWS,RoleChange,2026-05-17T01:17
EV001845,EMP0082,Salesforce,RepoAccess,2026-02-05T05:57
EV001846,EMP0082,GitHub,S3Access,2026-05-01T09:59
EV001847,EMP0082,Okta,Logout,2026-05-06T05:58
EV001848,EMP0082,AWS,S3Access,2026-01-31T03:02
EV001849,EMP0082,Salesforce,TicketUpdate,2026-02-04T08:16
EV001850,EMP0082,Salesforce,TicketUpdate,2026-03-22T06:02
EV001851,EMP0082,Okta,S3Access,2026-03-24T17:25
EV001852,EMP0082,AD,RoleChange,2026-02-24T19:16
EV001853,EMP0082,Okta,TokenUse,2026-02-16T08:30
EV001854,EMP0082,AD,S3Access,2026-04-17T18:28
EV001855,EMP0082,Salesforce,RoleChange,2026-02-10T04:32
EV001856,EMP0082,AWS,TicketUpdate,2026-02-01T08:57
EV001857,EMP0082,Salesforce,RoleChange,2026-02-15T22:25
EV001858,EMP0082,Salesforce,Login,2025-12-28T12:16
EV001859,EMP0082,Okta,TokenUse,2026-05-29T12:22
EV001860,EMP0082,AD,Login,2026-04-13T12:04
EV001861,EMP0082,AWS,TokenUse,2026-03-18T23:10
EV001862,EMP0082,GitHub,DataExport,2026-05-18T01:27
EV001863,EMP0082,Okta,RepoAccess,2026-02-12T21:47
EV001864,EMP0082,AD,RepoAccess,2026-05-05T21:59
EV001865,EMP0082,Salesforce,Login,2026-03-13T04:11
EV001866,EMP0083,AWS,Login,2026-02-04T03:53
EV001867,EMP0083,Okta,TicketUpdate,2026-05-19T07:24
EV001868,EMP0083,AD,Login,2026-01-18T01:08
EV001869,EMP0083,Okta,Logout,2026-03-03T20:22
EV001870,EMP0083,AD,RepoAccess,2026-04-16T04:33
EV001871,EMP0083,AD,TokenUse,2026-05-04T03:24
EV001872,EMP0083,GitHub,RepoAccess,2026-01-11T07:54
EV001873,EMP0083,Okta,DataExport,2026-04-05T18:49
EV001874,EMP0083,GitHub,TicketUpdate,2026-01-29T20:22
EV001875,EMP0083,Okta,Logout,2026-03-15T22:35
EV001876,EMP0083,Salesforce,RepoAccess,2026-01-14T00:51
EV001877,EMP0083,AD,RepoAccess,2026-05-04T00:18
EV001878,EMP0083,AD,S3Access,2026-02-10T09:14
EV001879,EMP0083,AD,RoleChange,2026-03-30T11:56
EV001880,EMP0083,Okta,RepoAccess,2026-04-10T02:48
EV001881,EMP0083,GitHub,DataExport,2026-02-17T09:40
EV001882,EMP0083,GitHub,RepoAccess,2026-05-15T11:48
EV001883,EMP0083,AD,Login,2026-03-10T02:15
EV001884,EMP0083,Okta,DataExport,2026-03-25T23:02
EV001885,EMP0083,AD,TicketUpdate,2026-01-03T19:45
EV001886,EMP0083,Okta,TokenUse,2026-02-28T12:26
EV001887,EMP0083,GitHub,RepoAccess,2026-02-12T03:07
EV001888,EMP0083,AD,Logout,2026-02-05T10:34
EV001889,EMP0083,AWS,DataExport,2026-05-11T13:01
EV001890,EMP0083,Salesforce,RepoAccess,2026-03-28T09:32
EV001891,EMP0083,Salesforce,RepoAccess,2026-03-16T17:21
EV001892,EMP0083,AWS,TicketUpdate,2026-02-20T01:23
EV001893,EMP0084,Okta,RoleChange,2026-05-14T03:20
EV001894,EMP0084,AWS,TokenUse,2026-03-28T17:02
EV001895,EMP0084,AD,RepoAccess,2026-03-28T12:02
EV001896,EMP0084,AD,Login,2025-12-29T05:37
EV001897,EMP0084,Salesforce,Logout,2026-05-27T11:19
EV001898,EMP0084,Okta,RoleChange,2026-04-16T18:03
EV001899,EMP0084,Okta,RepoAccess,2025-12-24T21:48
EV001900,EMP0084,Okta,RepoAccess,2026-04-11T11:19
EV001901,EMP0084,GitHub,RepoAccess,2026-01-21T00:12
EV001902,EMP0084,Okta,TokenUse,2026-05-26T15:00
EV001903,EMP0084,AD,RepoAccess,2026-02-15T00:41
EV001904,EMP0084,Okta,RepoAccess,2026-01-17T16:17
EV001905,EMP0084,AWS,TicketUpdate,2025-12-30T17:11
EV001906,EMP0084,Salesforce,TokenUse,2026-01-01T09:13
EV001907,EMP0084,AD,TicketUpdate,2026-05-21T15:04
EV001908,EMP0084,Salesforce,DataExport,2026-05-24T17:20
EV001909,EMP0084,Salesforce,Login,2026-02-23T09:44
EV001910,EMP0084,AWS,Login,2026-05-20T15:00
EV001911,EMP0084,Salesforce,TicketUpdate,2026-04-30T21:17
EV001912,EMP0085,GitHub,RepoAccess,2026-01-18T14:16
EV001913,EMP0085,AWS,RepoAccess,2026-02-18T13:54
EV001914,EMP0085,Salesforce,TicketUpdate,2026-05-18T15:45
EV001915,EMP0085,AWS,TicketUpdate,2026-02-27T09:08
EV001916,EMP0085,GitHub,TokenUse,2026-01-05T21:16
EV001917,EMP0085,GitHub,Login,2025-12-28T03:42
EV001918,EMP0085,GitHub,S3Access,2026-04-28T02:04
EV001919,EMP0085,GitHub,Login,2026-03-15T20:50
EV001920,EMP0085,AWS,RepoAccess,2025-12-28T20:42
EV001921,EMP0085,Okta,S3Access,2026-03-14T02:18
EV001922,EMP0085,GitHub,RoleChange,2026-01-19T23:39
EV001923,EMP0085,Salesforce,RoleChange,2026-01-01T09:23
EV001924,EMP0085,GitHub,TicketUpdate,2026-04-06T10:17
EV001925,EMP0085,AWS,TokenUse,2025-12-29T11:20
EV001926,EMP0085,Salesforce,TokenUse,2026-04-09T20:39
EV001927,EMP0085,Salesforce,Login,2026-01-21T02:20
EV001928,EMP0085,Salesforce,Logout,2026-01-18T23:15
EV001929,EMP0085,GitHub,S3Access,2026-04-05T15:53
EV001930,EMP0085,AD,Login,2026-01-25T05:37
EV001931,EMP0085,Okta,TicketUpdate,2026-05-23T09:48
EV001932,EMP0085,AWS,Login,2026-04-08T18:29
EV001933,EMP0085,AWS,RoleChange,2026-03-11T11:26
EV001934,EMP0085,Salesforce,Logout,2026-03-10T02:57
EV001935,EMP0085,Okta,DataExport,2026-03-18T15:02
EV001936,EMP0085,Okta,RoleChange,2026-05-10T14:39
EV001937,EMP0086,AD,S3Access,2026-03-11T08:39
EV001938,EMP0086,Salesforce,DataExport,2026-01-27T03:34
EV001939,EMP0086,Okta,S3Access,2026-01-10T18:20
EV001940,EMP0086,Salesforce,S3Access,2026-03-09T14:04
EV001941,EMP0086,GitHub,DataExport,2026-01-14T16:00
EV001942,EMP0086,GitHub,RoleChange,2026-02-23T18:36
EV001943,EMP0086,GitHub,RoleChange,2026-03-18T18:30
EV001944,EMP0086,AD,RoleChange,2026-02-15T12:49
EV001945,EMP0086,AWS,S3Access,2026-02-04T13:51
EV001946,EMP0086,AD,DataExport,2026-03-11T22:26
EV001947,EMP0086,Salesforce,RoleChange,2026-05-31T11:12
EV001948,EMP0086,Salesforce,S3Access,2026-04-05T07:38
EV001949,EMP0086,Salesforce,RepoAccess,2026-05-28T22:31
EV001950,EMP0086,GitHub,Logout,2026-02-19T16:46
EV001951,EMP0086,AD,Logout,2026-02-07T19:56
EV001952,EMP0086,Okta,TicketUpdate,2026-02-22T01:11
EV001953,EMP0086,Okta,S3Access,2026-05-26T06:54
EV001954,EMP0086,AD,DataExport,2026-04-11T23:25
EV001955,EMP0086,GitHub,RoleChange,2026-05-19T02:32
EV001956,EMP0086,Salesforce,Login,2026-01-27T09:32
EV001957,EMP0086,Salesforce,DataExport,2026-05-12T09:20
EV001958,EMP0086,Okta,TokenUse,2026-04-10T19:18
EV001959,EMP0086,Okta,RepoAccess,2026-01-09T02:38
EV001960,EMP0086,AD,RepoAccess,2026-05-31T22:50
EV001961,EMP0086,Salesforce,RoleChange,2026-02-22T12:02
EV001962,EMP0086,Okta,TicketUpdate,2026-01-22T08:13
EV001963,EMP0086,Salesforce,TicketUpdate,2026-05-23T04:16
EV001964,EMP0087,Salesforce,Logout,2026-01-30T18:16
EV001965,EMP0087,AD,TicketUpdate,2026-02-03T10:54
EV001966,EMP0087,AWS,RoleChange,2026-03-31T17:38
EV001967,EMP0087,Okta,RepoAccess,2026-03-03T23:56
EV001968,EMP0087,GitHub,DataExport,2026-01-16T06:48
EV001969,EMP0087,GitHub,RepoAccess,2026-01-10T23:25
